pair,correlation,eg_statistic,eg_pvalue,cointegrated,hedge_ratio,adf_statistic,adf_pvalue,spread_stationary,half_life,hurst,mean_reverting,spread_mean,spread_std,score
EOG/ETR,0.17350804440788473,-1.3232797854632634,0.8226005124944971,False,0.3603314699734054,-1.3224647306357256,0.6188330386792906,False,inf,0.44336609834957647,True,55.81446960628798,19.406135925252507,0.0
EOG/ATO,0.25775563049703637,-1.427322664469305,0.7879944363578999,False,0.27445607254837706,-1.426592083130724,0.5694632501427456,False,inf,0.4374268967763332,True,47.771812279410476,19.039183034723116,0.0
DVN/AEP,0.09519212160029743,-1.0412737733728485,0.8947354778094152,False,0.08432135227826866,-1.0358305954351243,0.7399726890098658,False,inf,0.48807287498974544,True,22.279583883340614,13.055945445530911,0.0
EOG/AEE,0.2077970149397332,-1.384615726309255,0.8027378783871584,False,0.24520720340929075,-1.383839487658554,0.5899986833932716,False,inf,0.44420243687549593,True,55.21825026617428,19.27489101976822,0.0
DVN/CNP,0.3570105833723483,-1.6211881065021954,0.7118643209577796,False,1.0487838215405703,-1.6222854223707595,0.47153134272064834,False,340.9314507242656,0.4660194928999128,True,5.853803128822972,12.251196740162209,0.0
DVN/TPL,0.4360060118708715,-2.0400730010361956,0.5076947017862156,False,0.09656390851519976,-2.0458312509467236,0.26684603052638445,False,inf,0.49311813312334646,True,20.36741318450632,11.803215892370948,0.0
DVN/NI,0.1428471186281013,-1.153007844604092,0.8697801774804998,False,0.4931638686570081,-1.14911871216572,0.6950920264944975,False,inf,0.48873031976870673,True,17.639530094686194,12.981001437760115,0.0
AEP/DVN,0.09519212160029744,-1.1261747255190337,0.8761877865986837,False,0.10746435831415248,-1.1244505947160282,0.7052234616868021,False,inf,0.3446442352872699,True,57.84331559193348,14.739127313285772,0.0
DVN/AEE,0.08801364072223487,-1.0370271750109745,0.8955966234106739,False,0.06912771033908159,-1.031380978879385,0.7416474707322641,False,inf,0.48917769658659005,True,23.598256432774672,13.064606271267147,0.0
DVN/ETR,0.10357611225074123,-1.0223689750097174,0.8985219512890119,False,0.14316948099990903,-1.0167378610943605,0.7471107044486577,False,inf,0.48787411134861924,True,22.27658972603823,13.04496266980041,0.0
DVN/ATO,0.032770847300389955,-0.9298187612197164,0.9153699262178479,False,0.023225261910247767,-0.9226251607042976,0.7804303521742519,False,inf,0.4890579316228077,True,25.63242824900528,13.108459559692175,0.0
AEP/EOG,0.2139707153111083,-1.2943467018495936,0.8314350166545027,False,0.1607777877138744,-1.2939421345948174,0.631939217085948,False,inf,0.3541336938989979,True,49.73934398703473,14.463449930199074,0.0
TPL/EOG,0.5337075701832563,-0.6600015075753372,0.9507845083616432,False,1.6039442577621377,-0.6485342550943691,0.8596339393676082,False,inf,0.48245767462163147,True,-37.343569229140556,50.07985804365322,0.0
CTRA/AEP,0.03138468868153403,-2.555142412261926,0.25530568428891476,False,0.007873636886442555,-2.5543838893383706,0.10279636894488897,False,inf,0.44744256567077023,True,17.01005397039879,3.712718226378426,0.0
CTRA/NI,0.11831440684209216,-2.5962707960842875,0.23833569911319813,False,0.11568535873153493,-2.595635946769364,0.09390258719970568,False,inf,0.44795813696891773,True,15.197835208964042,3.688457785673489,0.0
